adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,Violent,Backdrop Image,Trailer Link
False,/gmkgsEFAT7SRiOhDGXULREWN0SK.jpg,"[27, 53]",1316673,en,Shark Girl,"When a beautiful young influencer survives a mysterious shark attack, she becomes a monstrous apex predator, hunting and feeding in sunny Venice Beach, California.",22.5542,/o9TpXnGskHRQcHtX4NYndP6o0zA.jpg,2024-07-09,Shark Girl,False,2.2,4,1,https://image.tmdb.org/t/p/original/gmkgsEFAT7SRiOhDGXULREWN0SK.jpg,https://www.youtube.com/watch?v=mmy-PN0L5zQ
False,/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,"[16, 12, 10751, 35]",269149,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",20.1541,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,2016-02-11,Zootopia,False,7.747,16601,0,https://image.tmdb.org/t/p/original/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,https://www.youtube.com/watch?v=jWM0ct-OLsM
True,,[99],1032984,ja,人生初绝顶，其另一边河北彩花,"SSIS-531: What kind of expression, reaction, and appearance will you show if you continue to make Ayaka Kawakita to the limit? This work is a work that emphasizes the number of climaxes and density, and is thoroughly exploited. Release even stronger ecstasy at the end of repeated climaxes. The appearance of her having the best looks in the industry was so bewitching that it strongly encouraged our sexual excitement.",84.625,/7l641uPSBS7WR4c3adX3W14ALzt.jpg,2022-09-27,我人生中的第一次，高潮和超越Ayaka Kawakita,False,7.5,3,0,NO POSTER AVAILABLE,No Trailer Available
False,/8dR0DXJ24BwWXRuMrFH1hbVLC5X.jpg,"[36, 10752, 10749]",753342,en,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",15.457,/vcZWJGvB5xydWuUO1vaTLI82tGi.jpg,2023-11-22,Napoleon,False,6.352,2685,0,https://image.tmdb.org/t/p/original/8dR0DXJ24BwWXRuMrFH1hbVLC5X.jpg,https://www.youtube.com/watch?v=KPr42qEdhnU
False,/5ZZ7SchORdabvR7apEdbPfYZmtc.jpg,"[878, 16, 28, 80]",18839,ja,攻殻機動隊 Stand Alone Complex The Laughing Man,"The year is 2030 and six years have passed since a criminal known only as ""The Laughing Man"" swept through top medical nanotechnology firms committing acts of cyber-terrorism, kidnapping, and espionage leaving no known suspects. New information is revealed, as Section 9 enters the hunt for a suspect capable of unfathomable actions in this compilation of Stand Alone Complex content.",24.0538,/6FQboZCHxIRYF4TIJZ1gxZ4XqpR.jpg,2005-09-23,Ghost in the Shell: Stand Alone Complex - The Laughing Man,True,7.7,127,0,https://image.tmdb.org/t/p/original/5ZZ7SchORdabvR7apEdbPfYZmtc.jpg,https://www.youtube.com/watch?v=Gf6YFrV7zes
False,/75nSb1fbWooipwcSU5bUttiOriI.jpg,"[16, 12, 14, 10751, 18]",508883,ja,君たちはどう生きるか,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",19.8322,/f4oZTcfGrVTXKTWg157AwikXqmP.jpg,2023-07-14,The Boy and the Heron,False,7.454,2113,0,https://image.tmdb.org/t/p/original/75nSb1fbWooipwcSU5bUttiOriI.jpg,https://www.youtube.com/watch?v=A002-b7IH2M
False,/1Gf5YdhlJ1G7Tf7WkSRrs6ssZ3G.jpg,[99],24593,en,Thinking XXX,"For a book project, photographer Timothy Greenfield-Sanders took photographs of 30 stars of adult movies, each pair of photographs in the same pose, clothed and nude. This film records the photo shoots and includes interviews with the performers and commentary from eight writers (and John Waters). The actors and writers discuss economics, nudity and exhibitionism, careers, and private lives.",4.4768,/kqB0fF7VlODmw1exH4iDZHGUiVI.jpg,2004-10-27,Thinking XXX,False,5.5,99,0,https://image.tmdb.org/t/p/original/1Gf5YdhlJ1G7Tf7WkSRrs6ssZ3G.jpg,https://www.youtube.com/watch?v=fvA24sqHRpM
False,,[99],737043,en,Swingers,"Observational documentary unlocking the doors of Britain's hidden swinging scene via access to one of the country's most popular swinging clubs and candid interviews with the club's founder, staff and clientele.",4.6517,/z4uwQVm0Th3lngECVZvMHVaaFur.jpg,2020-08-24,Swingers,False,4.5,2,0,NO POSTER AVAILABLE,No Trailer Available
False,/9SvSJJSgufM76vn9ddB0YMF6lzs.jpg,"[36, 18, 10752]",832964,en,Lee,"The true story of photographer Elizabeth ""Lee"" Miller, a fashion model who became an acclaimed war correspondent for Vogue magazine during World War II.",6.8467,/1nKXkZB1zP1RwrqkK8v8dPnSP5f.jpg,2024-09-12,Lee,False,7.1,370,1,https://image.tmdb.org/t/p/original/9SvSJJSgufM76vn9ddB0YMF6lzs.jpg,https://www.youtube.com/watch?v=zRK2X6wBXWI
False,,[99],1303111,en,"47 Days, Sound-less","47 Days, Sound-less by Vietnamese artist Nguyễn Trinh Thi is a film that explores the relationships between sound and silence, vision, language, colours and their absence. Nguyễn identifies “peripheries”—including natural landscapes used as backdrops, uncredited characters and soundtracks from American and Vietnamese movies—that reveal more-than-human perspectives. Offering new ways of looking and listening, 47 Days, Sound-less invites audiences to reflect on the inextricable relationship between a place and its inhabitants.",1.37,/pmu2heoTQ90cciOQGIDS4NUsbiM.jpg,,"47 Days, Sound-less",False,0.0,0,0,NO POSTER AVAILABLE,No Trailer Available
False,/1uKHoFWyYJn060dpIXUCU7Wbc15.jpg,"[10752, 18, 28]",228150,en,Fury,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",20.9576,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,2014-10-15,Fury,False,7.539,12186,1,https://image.tmdb.org/t/p/original/1uKHoFWyYJn060dpIXUCU7Wbc15.jpg,https://www.youtube.com/watch?v=09w9MTtZDEM
False,/p315BZss7GXfFB0vSNesWVDpTaZ.jpg,"[35, 18]",892494,fr,En roue libre,"One morning, Louise, 45, is suddenly unable to step out of her car. Sweats, anxieties, palpitations... she is having an inexplicable panic attack. She is tetanized and simply cannot set foot outside.",14.258,/9Dv2IKD6ap7hlEgQhKPZnmG2Qxa.jpg,2022-06-29,Freestyle,False,6.7,97,0,https://image.tmdb.org/t/p/original/p315BZss7GXfFB0vSNesWVDpTaZ.jpg,No Trailer Available
False,/1uKHoFWyYJn060dpIXUCU7Wbc15.jpg,"[10752, 18, 28]",228150,en,Fury,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",20.9576,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,2014-10-15,Fury,False,7.539,12186,0,https://image.tmdb.org/t/p/original/1uKHoFWyYJn060dpIXUCU7Wbc15.jpg,https://www.youtube.com/watch?v=09w9MTtZDEM
False,/rcUcYzGGicDvhDs58uM44tJKB9F.jpg,"[16, 10751, 14, 28, 12]",527774,en,Raya and the Last Dragon,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",12.7349,/5nVhgCzxKbK47OLIKxCR1syulOn.jpg,2021-03-03,Raya and the Last Dragon,False,7.84,6890,0,https://image.tmdb.org/t/p/original/rcUcYzGGicDvhDs58uM44tJKB9F.jpg,https://www.youtube.com/watch?v=3UFWsEY8Hdc
False,/d1RHScaZc7I8j0lDke1c4AxI435.jpg,"[28, 12, 16, 10751, 35]",9502,en,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",14.7132,/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,2008-06-04,Kung Fu Panda,False,7.296,11838,0,https://image.tmdb.org/t/p/original/d1RHScaZc7I8j0lDke1c4AxI435.jpg,https://www.youtube.com/watch?v=TD0YUZw_oHY
False,/en3GU5uGkKaYmSyetHV4csHHiH3.jpg,"[10752, 28, 18]",929590,en,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",19.5191,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,Civil War,False,6.872,3462,0,https://image.tmdb.org/t/p/original/en3GU5uGkKaYmSyetHV4csHHiH3.jpg,https://www.youtube.com/watch?v=c2G18nIVpNE
False,/585hAEHBMNqyCt3pswF5MjImBrR.jpg,"[12, 18, 14, 16]",1333099,es,Dalia y el libro rojo,"Dalia, the daughter of a famous writer who has recently died, inherits the legacy of finishing his book. To do this, Dalia will become part of the book and will come face to face with the characters who have taken the theme of the book in order to be the protagonists.",38.9779,/oyGyAQZOj7NzyLxCZX7FHKYELP1.jpg,2024-10-17,Dalia and the Red Book,False,7.3,14,0,https://image.tmdb.org/t/p/original/585hAEHBMNqyCt3pswF5MjImBrR.jpg,https://www.youtube.com/watch?v=On9q8gREymU
False,/tKnmfO5lAyu8hpTZMyMaI4lhZpJ.jpg,"[27, 9648]",9358,en,Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",17.0947,/dg6Tf98InieJSClSKQJTQevYWmB.jpg,2003-01-31,Final Destination 2,False,6.255,4180,1,https://image.tmdb.org/t/p/original/tKnmfO5lAyu8hpTZMyMaI4lhZpJ.jpg,https://www.youtube.com/watch?v=N4wNv1zuYDc
False,/Ar7QuJ7sJEiC0oP3I8fKBKIQD9u.jpg,"[28, 18, 12]",98,en,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",27.6756,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000-05-04,Gladiator,False,8.2,19531,1,https://image.tmdb.org/t/p/original/Ar7QuJ7sJEiC0oP3I8fKBKIQD9u.jpg,https://www.youtube.com/watch?v=P5ieIbInFpg
False,/ka28iazibT3HDqp8V6ST2dGWXZZ.jpg,[27],1299372,es,El llanto,"Andrea, in search of her biological family, feels stalked by an invisible threat. Other women before them have suffered the same fate. Twenty years earlier, on the other side of the world, Camille, fascinated by Marie, tries to warn her of a threat hanging over her.",13.2006,/znHa92EWYIdryUzU9TnSvRoWqgh.jpg,2024-10-25,The Wailing,False,6.375,44,1,https://image.tmdb.org/t/p/original/ka28iazibT3HDqp8V6ST2dGWXZZ.jpg,No Trailer Available
True,/8TUXuni2pQHlPZlbK20hdkzUHHc.jpg,"[10749, 18]",1297645,ja,大好きな婚約者の兄は、昔私を犯し続けた粘着ストーカーだった 白峰ミウ,,20.379,/sPkYunGXzyRmjuFGZLn7aX0UauI.jpg,2021-12-14,My beloved fiance's brother was a persistent stalker who continued to use me in the past,False,7.0,1,0,https://image.tmdb.org/t/p/original/8TUXuni2pQHlPZlbK20hdkzUHHc.jpg,No Trailer Available
False,/vNUwK5P42m81uG57kKI1WxSZwIQ.jpg,"[35, 10749]",1403735,te,లైలా,"Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot",20.6623,/l4gsNxFPGpzbq0D6QK1a8vO1lBz.jpg,2025-02-14,Laila,False,0.0,0,0,https://image.tmdb.org/t/p/original/vNUwK5P42m81uG57kKI1WxSZwIQ.jpg,https://www.youtube.com/watch?v=FyhFBHpTh6Y
True,/woV6vb3HJpkprjg3beGnFXr8hcX.jpg,[18],831973,ja,新人巨乳 はさんで三発！,"Momoko is nervous but enthusiastic about joining the movie company she has longed for. However, she was late from the first day and was struck by Reiko, a female employee who is famous for her talent. On the other hand, the president liked Momoko and took care of it. But it was an adult filmmaking company! Although she was worried about the gap with the company she had envisioned, she was excited to have her seniors teach her work, and she was further exposed to the passion of the people involved and grew up every day.",66.625,/sQSt4SdsQQqKDCd2nC3QQMPWsR7.jpg,2014-11-21,Shinjin kyonyû: Hasande san-patsu!,False,2.0,2,0,https://image.tmdb.org/t/p/original/woV6vb3HJpkprjg3beGnFXr8hcX.jpg,No Trailer Available
False,/AlpDRp3Qaf2JvlQDzXS8kiYxTf8.jpg,"[28, 53]",1212855,en,Fight or Flight,A mercenary takes on the job of tracking down a target on a plane but must protect her when they're surrounded by people trying to kill both of them.,178.4474,/x4nWnfgJvL045rcUCSJzfgIIY9i.jpg,2025-04-03,Fight or Flight,False,5.5,11,1,https://image.tmdb.org/t/p/original/AlpDRp3Qaf2JvlQDzXS8kiYxTf8.jpg,https://www.youtube.com/watch?v=Cd-4wfnn8bc
False,/rp49ILheIhBwHWiQUvDfVH1fPfI.jpg,"[28, 80, 53]",1138749,en,The Island,"When his brother is killed, LAPD officer Mark leaves the city to return to the island he grew up on. Seeking answers and ultimately vengeance, he soon finds himself in a bloody battle with the corrupt tycoon who's taken over the island paradise.",27.6262,/ajb1rMiorchfRemYHZCkbV9DBg6.jpg,2023-07-21,The Island,False,6.164,70,1,https://image.tmdb.org/t/p/original/rp49ILheIhBwHWiQUvDfVH1fPfI.jpg,https://www.youtube.com/watch?v=vInLr1OZ_0w
False,/vchI0KSlYgCInkAdBlDaxL9xhq5.jpg,"[27, 35, 14]",917496,en,Beetlejuice Beetlejuice,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",15.9735,/kKgQzkUCnQmeTPkyIwHly2t6ZFI.jpg,2024-09-04,Beetlejuice Beetlejuice,False,7.043,2417,0,https://image.tmdb.org/t/p/original/vchI0KSlYgCInkAdBlDaxL9xhq5.jpg,https://www.youtube.com/watch?v=xnbAxOEiMis
False,/wk0vWuxCNKmFWHhaqEAtBVRhUkY.jpg,"[18, 10749]",1261555,id,Setetes Embun Cinta Niyala,A young woman's future is jeopardized by a secret arrangement that throws her life into chaos — but it may be the only way to save her family.,32.6974,/shQW1KFEAEHCX9GytczYCDSXG6L.jpg,2025-03-30,Promised Hearts,False,5.5,3,0,https://image.tmdb.org/t/p/original/wk0vWuxCNKmFWHhaqEAtBVRhUkY.jpg,https://www.youtube.com/watch?v=61ANiX6lef4
False,/fK5ssgvtI43z19FoWigdlqgpLRE.jpg,"[16, 10751, 878]",10681,en,WALL·E,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",15.0681,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008-06-22,WALL·E,False,8.096,19109,0,https://image.tmdb.org/t/p/original/fK5ssgvtI43z19FoWigdlqgpLRE.jpg,https://www.youtube.com/watch?v=Tbr_L9Gap_M
False,/lqHt4icP1GTaNBeVTxTrwTZdoAW.jpg,"[28, 53, 9648, 80]",1195430,hi,देवा,"Dev Ambre, a ruthless cop, loses his memory in an accident just after he has finished solving a murder case and now has to reinvestigate it while keeping his memory loss a secret from everyone except DCP Farhan Khan.",146.176,/4wKpglgZYMYpISMdThgdqS1TSQc.jpg,2025-01-31,Deva,False,6.8,5,1,https://image.tmdb.org/t/p/original/lqHt4icP1GTaNBeVTxTrwTZdoAW.jpg,https://www.youtube.com/watch?v=DBCy-fo9eSQ
False,/q2E18ybZg0KkpR8nERH67GOGx33.jpg,"[878, 10749, 35]",792307,en,Poor Things,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",18.2267,/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg,2023-12-07,Poor Things,False,7.696,4639,0,https://image.tmdb.org/t/p/original/q2E18ybZg0KkpR8nERH67GOGx33.jpg,https://www.youtube.com/watch?v=-EfYJWRw2FM
False,/cBTwQKMd7Vn6rGTGBtoFLIfj7uM.jpg,"[16, 12, 28, 14]",1147416,fr,"Miraculous World : Londres, la course contre le temps","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself!",32.9662,/6AtoMpHvs9pxd30KsyK8QmJ9W9M.jpg,2024-11-14,"Miraculous World: London, At the Edge of Time",False,7.2,240,0,https://image.tmdb.org/t/p/original/cBTwQKMd7Vn6rGTGBtoFLIfj7uM.jpg,https://www.youtube.com/watch?v=iFN9DouWuYY
False,/gxiAac3FWYJXiBmK5eGhu1OGBsD.jpg,"[18, 53]",1391385,en,Uppercut,"When Elliott, a tough ex-boxing champion, accepts the challenge to train Toni, the two mismatched characters form an unlikely alliance. Their sparring and Elliott's keen insights show the resilient young fighter that real strength comes from the challenges you overcome when life throws its biggest punches your way.",42.2763,/zv4jdLV7wuQGwhwAOeD7qzd8eSF.jpg,2025-01-23,Uppercut,False,4.2,7,0,https://image.tmdb.org/t/p/original/gxiAac3FWYJXiBmK5eGhu1OGBsD.jpg,https://www.youtube.com/watch?v=GggpSObx9Xo
False,/w93509Dz3Cq5hwlQ1UE9IpTNV5T.jpg,"[18, 10751]",765897,en,The Unbreakable Boy,"When Scott and Teresa LeRette learn that their son Austin is both autistic and has brittle bone disease, they initially worry for their son’s future. But with Scott’s growing faith and Austin’s incredible spirit, they become 'unbreakable', finding joy, gratitude, and courage even in the most trying times.",14.1756,/ob1cuQzzggELGtWx5TchixKsBVn.jpg,2025-02-20,The Unbreakable Boy,False,7.1,25,0,https://image.tmdb.org/t/p/original/w93509Dz3Cq5hwlQ1UE9IpTNV5T.jpg,https://www.youtube.com/watch?v=pGbLX3__m60
False,/bNTHSd3UqqLzIVwbDOGPnx3ScfF.jpg,"[16, 35, 14, 12, 10751]",808,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",29.701,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,2001-05-18,Shrek,False,7.75,17555,0,https://image.tmdb.org/t/p/original/bNTHSd3UqqLzIVwbDOGPnx3ScfF.jpg,https://www.youtube.com/watch?v=CwXOrWvPBPk
False,/6Wsz7jJ3ARNtlXAV7c3bJGDlsf9.jpg,"[10752, 28]",1241436,en,Warfare,A platoon of American Navy SEALs in the home of an Iraqi family overwatches the movement of US forces through insurgent territory.,7.3523,/oXsDTDt1MqxJreROd2cbd2FMOZ2.jpg,2025-04-10,Warfare,False,0.0,0,1,https://image.tmdb.org/t/p/original/6Wsz7jJ3ARNtlXAV7c3bJGDlsf9.jpg,https://www.youtube.com/watch?v=JER0Fkyy3tw
True,/vc4tQ9WYPnZhd5j8jsIyKAPXZpx.jpg,"[18, 10749]",1188808,tl,Tuhog,"Abie mourns after the death of Michael. She finds solace from her supposedly soon-to-be father-in-law, Roldan, and starts falling for him. But when Michael returns, their world turns upside down.",565.734,/1JFMtEk1GRLoCegrcwxkK2XfHcK.jpg,2023-11-03,Tuhog,False,5.0,6,0,https://image.tmdb.org/t/p/original/vc4tQ9WYPnZhd5j8jsIyKAPXZpx.jpg,https://www.youtube.com/watch?v=VvmSxnmFxv0
False,/b4tAF6xP6PzvWeYShIWB2qWbnjk.jpg,"[28, 35, 18]",1244881,es,Solos en la noche,"A group of labour lawyers hide in a house when the coup d'état of 23F takes place in Spain. Unsure of what to do, they debate between fleeing the country, staying in hiding or trying to do something to defend Spain's young democracy.",21.1435,/fIR4praOsKJaRA3qUC2mbzDojan.jpg,2024-09-20,Alone In The Night,False,5.8,6,0,https://image.tmdb.org/t/p/original/b4tAF6xP6PzvWeYShIWB2qWbnjk.jpg,No Trailer Available
False,/gklkxY0veMajdCiGe6ggsh07VG2.jpg,"[16, 12, 35, 10751]",940551,en,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",21.5611,/apQL85BMRgkBWQq6pBXKOLfCyaV.jpg,2023-12-06,Migration,False,7.405,1966,0,https://image.tmdb.org/t/p/original/gklkxY0veMajdCiGe6ggsh07VG2.jpg,https://www.youtube.com/watch?v=hWbfohXIdEU
False,/fOGTvPtALsehlUFYUoZPUoRIHhd.jpg,[18],980296,en,Los Frikis,"Gustavo idolizes his older brother Paco and his punk, ""Frikis"" bandmates. When word reaches the Frikis of a potential reprieve from the effects of the economic crisis, they do the now unthinkable: deliberately inject themselves with HIV to live at a government-run treatment home. It's there that they create their own utopia to live and play music freely.",51.4052,/kCGWNd8yFQ3E695kYuaUUv62pJP.jpg,2024-12-20,Los Frikis,False,6.0,1,0,https://image.tmdb.org/t/p/original/fOGTvPtALsehlUFYUoZPUoRIHhd.jpg,https://www.youtube.com/watch?v=VPpZaE_HlKY
False,/gmYpUbSGOwmZnevCr0iwLEYdpVB.jpg,"[27, 53]",978796,en,Bagman,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",20.5156,/53IK9rlZJbwFYbNnJZiLq7UWxkT.jpg,2024-09-20,Bagman,False,6.3,287,1,https://image.tmdb.org/t/p/original/gmYpUbSGOwmZnevCr0iwLEYdpVB.jpg,https://www.youtube.com/watch?v=slrzCgYIUPM
False,/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,"[12, 14, 28]",120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",26.6393,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,False,8.418,25820,1,https://image.tmdb.org/t/p/original/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,https://www.youtube.com/watch?v=CbYmZOV3G-Q
False,,[99],1094870,en,Playboy Video Playmate Calendar 2000,Playboy Video Playmate Calendar 2000,10.1894,/nuloZvkeNh85EObZVB97hNlwwO0.jpg,1999-01-19,Playboy Video Playmate Calendar 2000,False,1.0,1,0,NO POSTER AVAILABLE,No Trailer Available
False,/mYff2cdlBBU1DhyY6e3TcfCUF06.jpg,"[27, 53]",1111873,en,Abigail,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",18.0634,/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg,2024-04-16,Abigail,False,6.8,1494,1,https://image.tmdb.org/t/p/original/mYff2cdlBBU1DhyY6e3TcfCUF06.jpg,https://www.youtube.com/watch?v=xtAL2x58hns
True,/orG2vM8kSJCMVYqFmY2zRs8CWHI.jpg,[10749],698438,ko,스와핑 : 완벽한 이웃,"Couple Jin-goo and Joo-hee have been experiencing a lover's slump after their marriage. Meanwhile, a new couple in the neighborhood, Hyun-jin and Yoo-jeong came to the other couple's house to introduce themselves. They're attracted with each other's husbands and wives, and in the end, crosses the line that is not supposed to be crossed within neighbors. After that day, two couples' passion intensifies...",43.038,/3ArCpGHdnVqBjhkdRcQHSBYH1yA.jpg,2019-11-04,Swapping: Perfect Neighbor,False,5.8,56,0,https://image.tmdb.org/t/p/original/orG2vM8kSJCMVYqFmY2zRs8CWHI.jpg,No Trailer Available
False,/fYnEbgoNCxW9kL0IgOgtJb9JTBU.jpg,"[14, 27]",426063,en,Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",34.0214,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,2024-12-25,Nosferatu,False,6.698,2452,1,https://image.tmdb.org/t/p/original/fYnEbgoNCxW9kL0IgOgtJb9JTBU.jpg,https://www.youtube.com/watch?v=nulvWqYUM8k
False,/gmYpUbSGOwmZnevCr0iwLEYdpVB.jpg,"[27, 53]",978796,en,Bagman,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",20.5156,/53IK9rlZJbwFYbNnJZiLq7UWxkT.jpg,2024-09-20,Bagman,False,6.3,287,1,https://image.tmdb.org/t/p/original/gmYpUbSGOwmZnevCr0iwLEYdpVB.jpg,https://www.youtube.com/watch?v=slrzCgYIUPM
False,/4MNRH73XmwBK2ycv3qvLpa07O5F.jpg,"[28, 53]",1257960,hi,सिकंदर,"Sanjay ""Sikandar"" Rajkot, the king of Rajkot, becomes a target for Minister Rakesh Pradhan after he gets in an altercation with his son.",19.1052,/41s42CRXafa3OuRGvCtfYPEBmse.jpg,2025-03-29,Sikandar,False,6.0,4,1,https://image.tmdb.org/t/p/original/4MNRH73XmwBK2ycv3qvLpa07O5F.jpg,No Trailer Available
False,/4LOxoeZWt5wr9mooxEZRFK96lDd.jpg,[99],483898,en,50 Greatest Harry Potter Moments,"To mark the release two weeks ago of the eighth and final movie in the series, Robbie Coltrane narrates a countdown of the movie franchise's best moments. From Harry's first meeting with Ron and Hermione aboard the Hogwarts Express through to magical mysteries.",3.1156,/g1xiBoLD6v3ZaXPa4QtuXiQeYKW.jpg,2011-07-27,50 Greatest Harry Potter Moments,False,7.5,130,0,https://image.tmdb.org/t/p/original/4LOxoeZWt5wr9mooxEZRFK96lDd.jpg,https://www.youtube.com/watch?v=nuvU6I9aUiU
False,/wk0vWuxCNKmFWHhaqEAtBVRhUkY.jpg,"[18, 10749]",1261555,id,Setetes Embun Cinta Niyala,A young woman's future is jeopardized by a secret arrangement that throws her life into chaos — but it may be the only way to save her family.,32.6974,/shQW1KFEAEHCX9GytczYCDSXG6L.jpg,2025-03-30,Promised Hearts,False,5.5,3,0,https://image.tmdb.org/t/p/original/wk0vWuxCNKmFWHhaqEAtBVRhUkY.jpg,https://www.youtube.com/watch?v=61ANiX6lef4
